Região,Temperatura,Umidade,Tipo de Solo,Inclinação,Chuva,Vibração,Risco,Nivel de Risco
D,28.65591825931472,48.35314380033363,Arenoso,Leve,Chovendo,0.7908046691081022,4.222459598535565,Médio
D,19.936475378631528,60.19959680894968,Argiloso,Leve,Chovendo,0.5379188871612115,4.406569518351843,Médio
D,24.166295542449685,76.09779862648492,Argiloso,Moderada,Sem chuva,0.2626464509007518,3.3296843881438156,Baixo
A,34.75778122692119,76.16867210336842,Argiloso,Moderada,Sem chuva,0.6564645694074017,5.014626991154057,Médio
C,15.560517237465854,79.54244408980266,Argiloso,Leve,Sem chuva,0.538572659138149,4.805830974203757,Médio
B,34.017061752705686,66.6727860248848,Arenoso,Leve,Sem chuva,0.6491076690210369,2.853772647668007,Baixo
B,25.82245156521105,54.20822829045308,Arenoso,Leve,Sem chuva,0.4195638452114188,1.6690508618957316,Baixo
A,26.161542866556754,56.73398740341421,Argiloso,Leve,Chovendo,0.3336194994938878,3.9051668732997484,Médio
D,29.838352840682173,61.59967343572379,Argiloso,Moderada,Chovendo,0.221686174000756,4.336260026269869,Médio
B,23.98939704027776,63.18445911377715,Argiloso,Forte,Chovendo,0.1890110541906819,5.5625258192831915,Alto
D,27.716845567313012,77.87320845062314,Argiloso,Moderada,Chovendo,0.39998743230357087,6.9867591384949375,Alto
C,22.2423122881818,40.63389226828113,Argiloso,Forte,Sem chuva,0.6715556785685959,0.0,Baixo
B,27.183961447301044,50.175883448070365,Argiloso,Forte,Sem chuva,0.27216907446138644,0.48351522526119406,Baixo
A,27.642532042294967,70.57298927698604,Arenoso,Forte,Chovendo,0.7206855627021884,8.283716295744942,Alto
D,32.51352187952536,48.648249034181276,Argiloso,Moderada,Sem chuva,0.8589027622881694,1.0332471591882189,Baixo
A,23.50360878293435,62.40765377524894,Arenoso,Moderada,Chovendo,0.9292318520631376,7.052478809940567,Alto
D,28.327466901905183,72.57330340396666,Arenoso,Moderada,Sem chuva,0.5541289410018384,3.282218362610781,Baixo
C,22.929679713748385,78.25079488597207,Rochoso,Moderada,Chovendo,0.26007288819598146,6.5810618559361025,Alto
D,30.672616487017432,63.87736153154437,Arenoso,Moderada,Sem chuva,0.8776285973464691,3.4252335745281135,Médio
D,31.348809236736464,40.9989481835921,Rochoso,Forte,Sem chuva,0.11310720617998032,0.03635218093757808,Baixo
D,22.575268076452772,64.299314800039,Arenoso,Forte,Sem chuva,0.6724508352033239,2.666332722412358,Baixo
B,22.665898011099813,63.111076813044534,Argiloso,Leve,Chovendo,0.4039408036857385,5.337566192739696,Médio
D,29.96711364474346,52.71862603291495,Arenoso,Forte,Sem chuva,0.3943790100701466,1.2822405477254004,Baixo
B,28.04947687174841,63.33838645409863,Arenoso,Forte,Chovendo,0.633644586423901,6.849633902046817,Alto
D,29.20906248691619,58.53196197741946,Rochoso,Moderada,Chovendo,0.6540533461107563,4.572492099241712,Médio
A,22.143829094007252,61.86750064017333,Arenoso,Moderada,Sem chuva,0.4618273398891012,2.186192070783928,Baixo
D,28.762515195364916,41.91257192734857,Rochoso,Moderada,Sem chuva,0.5830226533209254,0.1375654494930677,Baixo
D,29.036474132184598,51.67774365105697,Argiloso,Leve,Sem chuva,0.8323466431107325,1.8758527485644167,Baixo
D,24.37515900302734,79.82219555165779,Argiloso,Moderada,Sem chuva,0.8420559825847087,5.422404763172969,Médio
D,18.160406238248893,46.63442947966488,Argiloso,Moderada,Sem chuva,0.5839751506019036,0.12585899106181803,Baixo
C,27.115073871087493,65.46095162980896,Arenoso,Leve,Chovendo,0.629496674288145,6.633356863110825,Alto
C,26.541493815225063,46.674226464238544,Rochoso,Forte,Chovendo,0.7459076161482814,3.233874772760514,Baixo
B,31.3264248171463,72.42912152089527,Argiloso,Forte,Chovendo,0.405988224084112,7.353350251272866,Alto
A,24.675175845365832,69.84373165148996,Argiloso,Moderada,Chovendo,0.38359607494998593,5.871950254001289,Alto
B,32.304880901245376,42.46495005220528,Argiloso,Moderada,Sem chuva,0.21019403229732125,0.0,Baixo
C,35.27245595332285,73.06659542292581,Argiloso,Leve,Chovendo,0.1455892872682577,5.613189303040145,Alto
D,26.89289046710508,55.95320477792115,Rochoso,Leve,Chovendo,0.39075300826850706,2.8916366075814786,Baixo
B,28.675925216340087,53.76030344017713,Arenoso,Forte,Sem chuva,0.47499543582023845,1.7975124361005679,Baixo
D,32.88145098054285,73.01174086984086,Arenoso,Forte,Sem chuva,0.17633203613072437,3.714256514916563,Médio
C,31.6493613302985,40.30093292685971,Arenoso,Leve,Sem chuva,0.4087180437387986,0.0,Baixo
C,21.25973262496725,71.09097550028605,Argiloso,Moderada,Sem chuva,0.648350687641371,3.7698026949008208,Médio
B,23.748724313813078,61.534674331546434,Argiloso,Moderada,Sem chuva,0.45754212497564983,1.6655658250545164,Baixo
A,23.63055091046044,45.10761702867673,Argiloso,Leve,Sem chuva,0.7574272577063403,0.17886492610828986,Baixo
D,32.43752348912462,41.85044920301849,Argiloso,Moderada,Sem chuva,0.45382275826746443,0.0,Baixo
A,26.53448244674442,76.72423483961592,Arenoso,Forte,Chovendo,0.7500241514134401,9.618781297648702,Alto
A,27.227180559344077,57.91163629374812,Rochoso,Leve,Sem chuva,0.3923057466369396,1.7041247753931645,Baixo
C,27.448187707779578,58.241638632987986,Argiloso,Forte,Sem chuva,0.3244513029134625,1.2331317607677845,Baixo
D,26.681353759732108,69.69525563044411,Argiloso,Forte,Sem chuva,0.1774126649566802,3.154668633742905,Baixo
B,27.64738072367453,48.675480127173216,Rochoso,Forte,Sem chuva,0.48697755946840793,1.294372725119351,Baixo
C,26.329319759540457,55.29532176902886,Rochoso,Leve,Sem chuva,0.38633690667331066,1.9953743205003005,Baixo
C,25.567792318311827,40.30562425619473,Arenoso,Moderada,Sem chuva,0.48818290208198845,0.0,Baixo
D,25.876452260129135,77.09259047094021,Arenoso,Leve,Chovendo,0.3551410719724738,7.181506534173219,Alto
C,29.17511609374085,45.97995795260115,Arenoso,Leve,Chovendo,0.39385820887011386,3.4289791834058816,Médio
B,26.341744240893373,46.795021806612766,Argiloso,Moderada,Chovendo,0.39399929285922597,3.9367182533054375,Médio
D,28.836413934891834,66.69959798217353,Arenoso,Forte,Sem chuva,0.548045748144346,3.761229649874647,Médio
A,31.756319665277935,51.90085624826743,Arenoso,Forte,Sem chuva,0.8120546118202739,2.131515123133488,Baixo
A,29.204847965573222,61.4104970637135,Rochoso,Forte,Chovendo,0.024254341403295628,3.812761123135573,Médio
C,32.20325099163257,52.39721310276629,Argiloso,Leve,Chovendo,0.451349125714177,3.2579022718746553,Baixo
C,25.650872455547212,66.08238933455753,Argiloso,Forte,Sem chuva,0.29787916221525873,2.8589185527662146,Baixo
C,29.663804200729825,43.543362871817905,Rochoso,Moderada,Chovendo,0.570509029015874,3.351836895712874,Médio
C,23.845756460405365,48.42024734241156,Argiloso,Moderada,Chovendo,0.30085316665772877,3.2929148677678732,Baixo
C,24.281625990275824,76.03640864447922,Argiloso,Moderada,Chovendo,0.7964966740043197,7.042990232636607,Alto
D,23.95938193457655,71.4656385405087,Argiloso,Moderada,Sem chuva,0.6082791739613508,3.9469726691612195,Médio
D,29.235673825074766,63.47544223071148,Rochoso,Moderada,Sem chuva,0.2284283705049657,2.091460794032996,Baixo
D,25.29404548288032,47.33146696154361,Arenoso,Moderada,Chovendo,0.5067915020024827,3.592353816618005,Médio
B,27.99445506586535,79.21439403017695,Rochoso,Forte,Sem chuva,0.40283887643590927,4.588210928810081,Médio
D,28.326745633053363,44.923593902719226,Rochoso,Leve,Sem chuva,0.392819007429756,0.0,Baixo
B,36.47283423299764,69.13776430792697,Arenoso,Leve,Chovendo,0.5531836988657581,6.211765861571634,Alto
A,27.529835242706245,75.82479201676284,Arenoso,Leve,Sem chuva,0.04762818760376242,3.48686099744044,Médio
B,25.022239620699754,68.29847371763418,Rochoso,Leve,Chovendo,0.3420045779351265,5.836825791656231,Alto
D,24.300829657559163,54.55284781179548,Argiloso,Moderada,Sem chuva,0.8095869617790961,1.2670508149727508,Baixo
B,29.999609822585168,79.07849641724349,Argiloso,Moderada,Sem chuva,0.4081717429064367,4.023139282129551,Médio
C,26.912089705193885,58.80717010690231,Arenoso,Forte,Chovendo,0.4576155594999916,5.920052230748982,Alto
A,25.311108248375607,53.48604649682626,Argiloso,Forte,Sem chuva,0.6068293817099389,1.439267642042579,Baixo
C,24.407010897592322,79.57171671187675,Arenoso,Moderada,Sem chuva,0.9764827591186852,6.128889350761423,Alto
D,31.515827995879306,61.7308363834371,Argiloso,Leve,Chovendo,0.4585350987401659,4.861968085336779,Médio
B,26.50750400700207,60.789020570145595,Arenoso,Moderada,Chovendo,0.6019356660585475,6.0878578911496675,Alto
B,30.1173345455222,55.89004570565794,Rochoso,Moderada,Sem chuva,0.8945966090327385,2.2007998625586906,Baixo
C,29.26001668011767,46.08918039832274,Rochoso,Forte,Chovendo,0.542960394705717,3.162727862180893,Baixo
A,29.8111938809673,41.83454963167577,Argiloso,Moderada,Sem chuva,0.5325660309573212,0.46043300681349225,Baixo
D,21.829292665083738,65.97775244741362,Arenoso,Leve,Sem chuva,0.9454426329896247,2.8132382603977977,Baixo
B,28.43250923032086,62.50604453791556,Arenoso,Leve,Chovendo,0.19851486272782204,5.045839815013734,Médio
D,28.77573616874955,50.277863345512586,Argiloso,Moderada,Sem chuva,0.24891925350293415,0.22987044778686427,Baixo
C,35.98916323035911,79.66327996548964,Argiloso,Moderada,Sem chuva,0.123005090365733,3.6679203313378546,Médio
B,30.199708353694184,58.003163466726924,Rochoso,Forte,Sem chuva,0.19850108921117143,1.6333059324627213,Baixo
D,28.41596252290061,44.80040595255846,Rochoso,Moderada,Sem chuva,0.5278391740236081,0.18225488689685765,Baixo
D,32.044827896769576,41.134219017710734,Argiloso,Moderada,Sem chuva,0.4552669088984828,0.0,Baixo
B,35.36544918517311,70.82818093367129,Rochoso,Moderada,Chovendo,0.3660045894937342,5.004743222011472,Médio
A,26.972764583624258,60.35937967960567,Argiloso,Leve,Sem chuva,0.23273898023015716,1.4912027136996349,Baixo
C,36.15074111133758,50.74982780052086,Rochoso,Forte,Sem chuva,0.6820186604336353,1.6188717057249982,Baixo
C,27.84004770679696,41.43154662205775,Arenoso,Moderada,Sem chuva,0.45088839493555577,0.0,Baixo
A,29.671778298166096,60.171849377423214,Argiloso,Moderada,Sem chuva,0.20550042625981596,1.4078988627765479,Baixo
A,34.39120966307074,73.2077614844126,Arenoso,Forte,Sem chuva,0.5498471091030237,5.101694814894109,Médio
C,25.827679430402785,66.59676283841989,Arenoso,Leve,Sem chuva,0.27023041403317827,2.50973142619395,Baixo
C,22.37112158190851,51.18236598072936,Arenoso,Forte,Sem chuva,0.47206253266214804,1.7823482967178763,Baixo
D,34.749732672781505,62.888951074402684,Argiloso,Moderada,Sem chuva,0.4895288034516652,2.7324210031346503,Baixo
C,30.152233045615603,51.08227039569008,Argiloso,Forte,Chovendo,0.4037998264460051,4.042634072637249,Médio
B,26.017352765046056,67.38147986855715,Rochoso,Forte,Chovendo,0.8016858912312148,7.299897162730837,Alto
B,31.158030378931812,51.6931907397047,Argiloso,Moderada,Chovendo,0.33947182672682746,4.543523141038943,Médio
A,28.473354895818296,47.165568158660236,Arenoso,Leve,Sem chuva,0.24992590255664654,0.03683471119291151,Baixo
A,31.075011733713335,52.76232336615322,Argiloso,Moderada,Chovendo,0.21982944343041055,3.9322833479708206,Médio
B,26.183649104952334,66.27373154435838,Argiloso,Moderada,Chovendo,0.4526967615283385,5.559075325673697,Alto
B,27.002061864790623,73.52199872639414,Arenoso,Leve,Chovendo,0.31428108120041376,5.577317755952044,Alto
A,24.4895865060512,42.06970650768106,Rochoso,Moderada,Chovendo,0.5247224517864436,2.352195024429633,Baixo
B,31.314914794887994,52.148376100634465,Argiloso,Forte,Sem chuva,0.47587746480868554,1.2289362113752504,Baixo
C,25.777696046147838,52.61252011152957,Rochoso,Moderada,Sem chuva,0.7931581213486354,1.4302025092619461,Baixo
D,36.920327767653625,71.67051347112401,Argiloso,Leve,Chovendo,0.5390334512438855,5.590436050214543,Alto
D,32.53278712420409,56.53942824233977,Argiloso,Moderada,Sem chuva,0.3918575329105901,1.1986092967513426,Baixo
C,31.829854586506826,73.98726443273347,Rochoso,Leve,Chovendo,0.5101232874471602,4.152358353482008,Médio
A,31.009816186534295,71.75369838450595,Rochoso,Leve,Sem chuva,0.4393547949095741,2.81727959417279,Baixo
A,31.080533132789437,59.56409974106462,Arenoso,Leve,Sem chuva,0.6254490235014771,2.35554277767843,Baixo
C,31.288740777749997,74.45613605098093,Argiloso,Forte,Chovendo,0.5906469630541564,8.116657135794295,Alto
C,23.215030221510176,66.60966955161155,Rochoso,Forte,Sem chuva,1.0670912123473986,3.1793680710862544,Baixo
D,32.870215205875354,42.46892805863999,Arenoso,Leve,Sem chuva,0.1538452293315911,0.0,Baixo
C,32.249448537772224,45.394595608106734,Rochoso,Forte,Sem chuva,0.5814382640417549,0.6856239894901721,Baixo
B,28.033936266386355,66.84514570822391,Rochoso,Moderada,Sem chuva,0.4875327184087164,2.528307435944697,Baixo
D,33.086760097194905,45.10157474251005,Argiloso,Moderada,Sem chuva,0.754128452587142,0.8259120446385642,Baixo
B,23.038109116738966,79.84732301785621,Rochoso,Leve,Chovendo,0.22395072891992482,5.558773276877813,Alto
D,27.091691223302117,64.90659905866204,Argiloso,Leve,Sem chuva,0.6644484324799691,2.1753919424529298,Baixo
B,26.615509768357843,61.97858536788431,Rochoso,Moderada,Sem chuva,0.5891528286293971,1.9836087809206566,Baixo
B,28.897078458876774,47.18180118498783,Arenoso,Moderada,Sem chuva,0.8843498185355967,0.3056360905090473,Baixo
D,23.865739209315425,57.77696606223801,Argiloso,Moderada,Sem chuva,0.508941003056809,1.3056962930501141,Baixo
A,29.564426864166304,76.32872848429759,Arenoso,Leve,Sem chuva,0.8754933810954044,4.712292555981021,Médio
B,27.906230719890203,44.18558547219089,Argiloso,Forte,Sem chuva,0.3247685231304135,0.0,Baixo
B,27.382130600794802,53.37973849168067,Argiloso,Moderada,Chovendo,0.8607403906070794,5.255215673720226,Médio
C,27.291549478103278,72.2466443919269,Arenoso,Moderada,Chovendo,0.7700368376213446,7.14050093944008,Alto
C,23.57863704709054,74.55870576753014,Argiloso,Leve,Sem chuva,0.6085927453546754,2.8584842522164187,Baixo
B,22.5179181446467,66.52830483945668,Argiloso,Forte,Chovendo,0.5551035523232557,6.6503004076674035,Alto
D,31.32725391923472,59.4752328255019,Argiloso,Moderada,Sem chuva,0.3203789548581741,2.2722086429047317,Baixo
A,30.75166110157899,76.45024413566472,Argiloso,Forte,Sem chuva,0.519665198134441,5.072740515239354,Médio
A,22.11259132607385,52.87407940960723,Arenoso,Leve,Sem chuva,0.3742994050793562,1.2313687788214667,Baixo
D,31.895539845236165,78.61736455358037,Argiloso,Moderada,Chovendo,0.6471314086049805,8.705795688894886,Alto
A,32.38292378643897,72.35201208321517,Argiloso,Leve,Sem chuva,0.4243633860591699,3.3507795935506657,Médio
C,26.07705033762016,53.848646086646525,Rochoso,Forte,Sem chuva,0.42432675956042876,1.691381503410038,Baixo
D,28.368087498393034,72.52405431612843,Argiloso,Moderada,Chovendo,0.6556529684454651,6.557627954235043,Alto
C,29.690613002021813,41.30321622080645,Rochoso,Leve,Chovendo,0.4384863814607931,2.409011258146058,Baixo
B,29.753422620693904,69.52932599916078,Argiloso,Forte,Chovendo,0.49476882589909393,7.4083829741763285,Alto
C,23.913000965882887,60.96629216020277,Rochoso,Leve,Sem chuva,1.3921448771266243,2.8959117328411943,Baixo
D,29.67073721201106,50.603911077629235,Rochoso,Forte,Chovendo,0.9191940343420968,3.8778924662832814,Médio
B,29.66162873619904,71.3010657942365,Arenoso,Leve,Sem chuva,0.7706293744608547,4.030631181494963,Médio
A,27.264754529811654,72.48711831712015,Rochoso,Leve,Sem chuva,0.23187308249169286,2.475513656092511,Baixo
D,34.836127505610285,53.64499278786678,Argiloso,Moderada,Chovendo,0.8087232102895852,5.477831013329595,Médio
B,29.199762799444038,73.62377636046992,Argiloso,Moderada,Sem chuva,0.7167990332633176,4.148492969099917,Médio
B,27.100058632354276,41.045616754280104,Rochoso,Leve,Sem chuva,0.7336354910633417,0.0,Baixo
C,25.706502792210344,62.45215164892859,Argiloso,Moderada,Sem chuva,0.4965943007201575,2.565738929025695,Baixo
A,36.177780711174556,59.128215093137044,Rochoso,Moderada,Sem chuva,0.5661958775937854,2.032948262320381,Baixo
D,26.401385039900937,47.6558261417876,Rochoso,Forte,Sem chuva,0.36476057248698035,0.0,Baixo
C,29.2322086633879,46.25207913670445,Argiloso,Moderada,Chovendo,0.20598559788332554,2.8264065732100128,Baixo
A,29.44426527181525,78.83770117815212,Rochoso,Forte,Chovendo,0.43967635569110514,7.068894194599418,Alto
D,21.937577633980275,75.07218597226881,Arenoso,Forte,Chovendo,0.30758363608936984,8.389316842125707,Alto
C,20.356069477234918,50.49749589045254,Argiloso,Leve,Chovendo,0.3930721359181304,3.4505438660227656,Médio
A,34.76043198608668,46.9474143052137,Arenoso,Forte,Sem chuva,0.3332874453753657,0.43310150228909894,Baixo
C,36.06801180159924,76.26635646494296,Arenoso,Leve,Sem chuva,0.25587691824037284,3.4811864689619587,Médio
A,28.26942109621335,44.95851701685418,Arenoso,Leve,Sem chuva,0.5287091853768796,0.5511421760611104,Baixo
D,24.67768913882967,46.10661417747168,Arenoso,Forte,Sem chuva,0.13295145170751393,0.0,Baixo
B,22.513904970653257,46.88935661343163,Rochoso,Moderada,Sem chuva,0.951450110139298,0.6656441928011761,Baixo
C,31.646519020943312,71.75361795657389,Argiloso,Forte,Sem chuva,0.17274555800189512,2.810269982226852,Baixo
C,25.341408675940098,73.60684365150206,Argiloso,Forte,Sem chuva,0.7048924058082366,4.686066805389557,Médio
C,23.80146830366206,73.97356720372221,Arenoso,Leve,Sem chuva,0.5287890735666058,4.129326698617545,Médio
C,24.153836690590623,62.48707635371365,Argiloso,Forte,Chovendo,1.0664912204676924,6.812529331408938,Alto
A,27.456766169763025,79.38803948682482,Argiloso,Leve,Sem chuva,0.36528275122702414,3.830394937258776,Médio
D,26.98108271181223,53.07807951224094,Rochoso,Moderada,Chovendo,0.8091472002743569,4.4176848779884965,Médio
A,34.56224719986367,62.35686607900484,Arenoso,Leve,Chovendo,0.7318767082641452,6.136206599056305,Alto
A,31.41621042642121,60.87460186942926,Rochoso,Forte,Sem chuva,1.102745610402425,2.6023508513357214,Baixo
B,18.512428091342287,41.01309413322965,Rochoso,Leve,Sem chuva,0.5825328164447536,0.14362519359691123,Baixo
B,25.40695300657993,75.28851047439039,Arenoso,Forte,Chovendo,0.44905538258016525,8.62509890362873,Alto
D,30.294109259209076,76.1900950188341,Argiloso,Leve,Chovendo,0.45718637095427056,6.960791230899181,Alto
A,31.33696254896587,56.70531732990638,Arenoso,Leve,Chovendo,0.9233085713917055,5.614855482328007,Alto
D,24.14138876923748,68.43012274077883,Argiloso,Forte,Sem chuva,1.1529665613862432,4.431126511312864,Médio
D,29.790559180682823,50.46512161078318,Argiloso,Moderada,Sem chuva,0.6431665299364032,1.250867755263721,Baixo
C,30.634022482502697,53.899260090039306,Rochoso,Leve,Chovendo,0.6154015271972147,4.021798713338029,Médio
C,27.30534654339519,46.06869828625383,Arenoso,Leve,Sem chuva,0.8535553473654878,0.8071864843289913,Baixo
B,40.0261934860666,56.65529425854217,Argiloso,Moderada,Sem chuva,1.0413842226875325,2.822770872174799,Baixo
A,23.245760220318466,79.4939947374803,Rochoso,Moderada,Sem chuva,0.49239522296817506,3.1444038158798304,Baixo
A,28.202688278454936,58.714572881195984,Argiloso,Leve,Sem chuva,0.8770251357126652,1.7904870931451098,Baixo
C,28.9436068630155,57.702755140276935,Arenoso,Moderada,Chovendo,0.24414824982482716,4.340346894688195,Médio
A,31.0303882765204,64.17664603635797,Argiloso,Leve,Sem chuva,0.6896364784884761,2.3652577206496845,Baixo
B,29.21936152390977,48.95951220155251,Argiloso,Moderada,Sem chuva,0.40917396891237895,0.8823974765973503,Baixo
C,23.854717687505914,67.4359867052297,Argiloso,Moderada,Chovendo,0.2591696489466122,5.670721697186744,Alto
D,34.2118318240291,43.07472139966599,Rochoso,Moderada,Sem chuva,0.6815038508835628,0.0,Baixo
A,32.45848635984752,66.59295606974878,Argiloso,Forte,Chovendo,0.3300043680688436,6.1005445416325825,Alto
D,27.922980945808522,52.92757356880004,Argiloso,Leve,Sem chuva,0.7032606060926142,1.4922769522965227,Baixo
A,30.12707298959869,75.86347848192713,Argiloso,Forte,Sem chuva,0.5460155137348847,5.020738915000979,Médio
D,37.17265381486013,56.28539303200648,Argiloso,Moderada,Sem chuva,0.39174586674967793,2.1999475221128253,Baixo
C,32.88305791315881,73.02126978573071,Argiloso,Moderada,Sem chuva,0.7971039674616737,4.668612378985755,Médio
D,27.930866767342387,72.97744588221823,Rochoso,Forte,Sem chuva,0.6078571786898256,4.0713043064116725,Médio
C,23.610155390536665,58.059037785911684,Arenoso,Leve,Sem chuva,0.5621690230969884,1.8396353333402011,Baixo
D,20.86715220399223,67.18021283508591,Arenoso,Leve,Sem chuva,0.19044392352055267,1.7548105598804198,Baixo
A,27.325650377957704,61.00794044959105,Argiloso,Leve,Sem chuva,0.509130703678194,2.1878168610285,Baixo
C,33.9240462860961,75.6318790416388,Arenoso,Forte,Sem chuva,0.36020377766556366,4.77385386455126,Médio
A,21.516356213518183,79.81130290545498,Argiloso,Forte,Chovendo,0.46595947428089385,8.206447491552407,Alto
C,26.263473895798633,60.77986021094861,Argiloso,Moderada,Sem chuva,0.2548290342698235,1.7828515726078233,Baixo
B,29.923918392017125,54.598333996664465,Argiloso,Forte,Chovendo,0.26638689795591936,4.5171654780831,Médio
B,27.532265833762697,52.92997510827932,Arenoso,Leve,Sem chuva,0.5972647030731786,1.4495795855385896,Baixo
A,27.04462624428179,72.63502496039746,Argiloso,Moderada,Chovendo,0.5793574079291175,7.031317914888337,Alto
B,31.186108704852423,45.1181579853964,Arenoso,Forte,Sem chuva,0.37748748443214764,0.0,Baixo
A,28.652315473752285,40.02793527124424,Argiloso,Leve,Chovendo,1.1055374089984547,3.731375013662756,Médio
B,30.354370647676756,79.50875176451319,Argiloso,Forte,Chovendo,0.7915761606904961,8.855754592269264,Alto
A,31.51837602929409,63.94668676190592,Argiloso,Forte,Chovendo,0.8322230477976831,6.577320304197408,Alto
D,28.657762854226924,76.13523931701187,Argiloso,Forte,Chovendo,0.45648844949466033,8.192813471103271,Alto
C,24.705832562983744,50.65559937168432,Rochoso,Moderada,Sem chuva,0.8710378887682111,1.0056021470623415,Baixo
B,31.90162285174997,63.89027299654211,Rochoso,Moderada,Sem chuva,0.5316805674774483,1.5773063171708261,Baixo
C,20.766630941790382,56.088640663159964,Rochoso,Forte,Sem chuva,0.8619744851331169,1.8048985695418898,Baixo
A,27.223419465295358,43.96168461324639,Arenoso,Moderada,Chovendo,0.48865256478892616,3.758242865847066,Médio
C,28.768241570210662,73.38546070351342,Argiloso,Moderada,Sem chuva,0.17658558552945108,3.138479524871389,Baixo
C,31.00348126113007,40.99621705300417,Argiloso,Leve,Chovendo,0.8167008347690882,3.448392968592869,Médio
A,32.315182767636,45.62324526345917,Arenoso,Leve,Sem chuva,0.29603648722515097,0.13637892103686458,Baixo
D,31.603419649782605,44.86197225133038,Rochoso,Leve,Sem chuva,0.16529773446754342,0.0,Baixo
B,33.178862778739656,58.85936247769155,Argiloso,Leve,Sem chuva,0.40317605762280845,1.8327444679924265,Baixo
C,29.32518756622306,52.24473362717701,Argiloso,Moderada,Chovendo,0.7986787635509242,3.8157430041147395,Médio
C,31.173638109799008,44.251655909733834,Arenoso,Leve,Chovendo,0.4167667317556271,2.9441911634251685,Baixo
C,34.69562376455535,40.166198076538315,Argiloso,Forte,Sem chuva,0.5117610113466871,0.06565599652196938,Baixo
A,28.33906336715729,55.426103214270974,Arenoso,Leve,Sem chuva,0.5856695150550618,1.9085712030060245,Baixo
D,28.60906081935908,78.68481103290137,Argiloso,Moderada,Chovendo,0.35144338588404544,7.589903983278705,Alto
A,29.613539766374956,49.983734269604184,Rochoso,Forte,Sem chuva,0.5873618275426995,1.2719529311097248,Baixo
B,27.16530861441317,68.4937500133821,Argiloso,Leve,Sem chuva,0.6345565083793517,3.062491173724352,Baixo
D,26.76510989452565,61.24377601838917,Argiloso,Moderada,Chovendo,0.4502419937536123,5.219347769622681,Médio
A,24.893863252436404,79.13726042585955,Arenoso,Leve,Chovendo,0.7438714559650316,8.016104134412187,Alto
A,35.326617801115745,55.95620494435459,Argiloso,Forte,Sem chuva,0.4644596318368883,1.7370457144028455,Baixo
B,32.21166118995799,47.09006973918852,Argiloso,Leve,Sem chuva,0.5404438104889097,0.021270046427773637,Baixo
D,21.877792107190686,42.87367644443253,Argiloso,Forte,Sem chuva,0.1620065225178581,0.0,Baixo
C,22.831052334900253,73.652851558673,Rochoso,Moderada,Chovendo,0.4755206539815175,5.512908472986936,Alto
C,37.8886478128198,47.06552453841664,Argiloso,Moderada,Sem chuva,0.27216657124724586,0.42200208028810426,Baixo
C,25.37885265346197,69.13052497687715,Argiloso,Moderada,Sem chuva,0.5665485835767569,3.135178832216417,Baixo
C,33.142599504531,62.96948783258176,Rochoso,Leve,Chovendo,0.36701593863883974,4.170909003647352,Médio
A,28.357068545056702,61.23472398227473,Arenoso,Leve,Sem chuva,0.7289089108845536,2.6797537593484813,Baixo
C,24.32994853274293,73.90293317036947,Argiloso,Forte,Chovendo,0.6169054327703585,6.846917219347835,Alto
D,29.140606587356757,62.1167700567437,Rochoso,Forte,Chovendo,0.4247713973700511,4.5767654322388935,Médio
C,28.134383451706704,60.33375771439939,Rochoso,Forte,Sem chuva,0.19555146480777022,1.958858405023014,Baixo
C,32.6085144805935,67.53187543021528,Rochoso,Moderada,Chovendo,0.63180769095863,5.608037091056703,Alto
A,31.061655987978945,67.95935821486093,Rochoso,Moderada,Chovendo,0.5042666587505003,5.473771853510605,Médio
B,26.955576332156983,66.02006569906246,Arenoso,Moderada,Chovendo,0.231900435462176,5.989557408268997,Alto
A,27.454294886663504,49.43087180850316,Argiloso,Forte,Chovendo,0.5655739081562403,4.77030667342224,Médio
A,29.354139579453957,72.89184389576013,Arenoso,Forte,Chovendo,0.4948105530005214,8.304588287340009,Alto
B,29.32207670751097,41.91424131890934,Arenoso,Leve,Sem chuva,0.6052752009798897,0.0,Baixo
B,29.097364332894365,72.46852864092348,Argiloso,Moderada,Sem chuva,0.6524750393273475,4.234931327189026,Médio
C,25.262785926447535,64.97259733176764,Arenoso,Moderada,Sem chuva,0.2340269955906379,3.686564552761143,Médio
A,27.91211985628408,78.49052090988303,Arenoso,Forte,Chovendo,0.3695670326129041,8.512719779393134,Alto
C,32.17542563163219,44.54764318990613,Argiloso,Leve,Sem chuva,0.36828669243175743,0.0,Baixo
B,15.46995240150926,53.23602022614785,Arenoso,Leve,Sem chuva,0.18321235630428045,0.33121550118354237,Baixo
B,23.330373110299234,52.82363484169075,Rochoso,Moderada,Sem chuva,0.6065095202436902,1.5682956607914802,Baixo
D,26.263307140897254,51.64559119896306,Argiloso,Forte,Chovendo,0.6328625368784652,4.608975327687436,Médio
A,29.867548199533307,61.78186645645292,Argiloso,Forte,Sem chuva,0.5042659857624923,2.463777424005789,Baixo
D,26.635464195740518,65.11725023540467,Arenoso,Leve,Sem chuva,0.294774555845708,2.09712516598435,Baixo
D,22.25036591871801,70.62498838727441,Arenoso,Moderada,Sem chuva,0.46550155231544105,4.015002145753625,Médio
B,25.017828664753836,65.6774625656068,Arenoso,Moderada,Sem chuva,0.16101764244849284,1.9173663210930054,Baixo
